transaction_id,date_id,product_id,customer_id,region_id,salesperson_id,quantity,gross_sales,discount_pct,net_sales,cost,profit
37,533,5,115,1,10,36,2340,10.0,2106.0,1435.9888592867928,670.0111407132072
38,637,10,5,4,12,31,1860,0.0,1860.0,1323.5649943226888,536.4350056773112
39,478,20,7,5,4,25,3250,0.0,3250.0,2256.649637500717,993.3503624992832
40,544,3,127,3,6,38,2090,0.0,2090.0,1658.097058402135,431.90294159786504
41,369,3,125,2,15,35,1925,0.0,1925.0,1420.0936920045322,504.90630799546784
42,562,15,50,3,14,9,405,10.0,364.5,291.8991032534321,72.60089674656791
43,369,14,129,2,12,57,1995,,1995.0,1363.1441479940809,631.8558520059191
44,235,8,93,4,2,20,1000,0.0,1000.0,652.9331351642031,347.0668648357969
45,151,20,40,2,3,39,5070,15.0,4309.5,3632.8904692410133,676.6095307589867
46,671,13,17,1,9,33,5940,0.0,5940.0,4203.242963219184,1736.7570367808157
47,115,17,18,5,1,29,3480,5.0,3306.0,2543.0394923481804,762.9605076518196
48,163,15,134,3,7,5,225,0.0,225.0,151.02942466943426,73.97057533056574
49,85,6,70,1,12,25,1750,5.0,1662.5,1258.9114094115682,403.58859058843177
50,80,8,75,2,1,24,1200,0.0,1200.0,843.1234547551952,356.8765452448048
51,405,14,26,4,6,51,1785,15.0,1517.25,1237.1167165871168,280.1332834128832
52,402,19,41,4,11,9,1260,0.0,1260.0,838.8978242451907,421.1021757548093
53,395,9,23,5,10,9,495,10.0,445.5,355.45895457401804,90.04104542598196
54,1,12,68,3,11,28,1260,0.0,1260.0,950.5894038980731,309.4105961019269
55,227,13,108,4,14,56,10080,10.0,9072.0,5876.181268690205,3195.818731309795
56,676,18,92,2,12,10,950,0.0,950.0,787.4946842066847,162.50531579331528
57,120,9,116,2,14,40,2200,10.0,1980.0,1429.858584148396,550.141415851604
58,119,17,150,1,9,10,1200,0.0,1200.0,988.555513826161,211.44448617383898
59,157,1,104,2,5,47,1880,0.0,1880.0,1215.036166580815,664.963833419185
60,426,18,4,4,1,9,855,15.0,726.75,588.3192527749636,138.43074722503638
61,174,1,146,2,6,15,600,,600.0,505.7908970512283,94.20910294877172
62,445,4,38,1,9,44,4840,15.0,4114.0,2737.163005771375,1376.836994228625
63,215,11,114,1,13,48,2784,5.0,2644.7999999999997,2058.2520962315048,586.547903768495
64,88,13,56,1,15,20,3600,10.0,3240.0,2339.906917063782,900.0930829362178
65,477,6,70,3,8,45,3150,15.0,2677.5,1711.0113425752104,966.4886574247896
66,244,11,32,1,4,39,2262,5.0,2148.9,1794.352110353152,354.54788964684803
67,377,11,94,2,6,11,638,,638.0,450.3608130097925,187.63918699020752
68,12,12,43,2,2,6,270,,270.0,181.95680208153166,88.04319791846834
69,407,5,56,1,14,12,780,,780.0,611.472125405797,168.527874594203
70,94,3,72,4,12,17,935,,935.0,694.449539882271,240.55046011772902
71,360,5,136,4,8,33,2145,5.0,2037.75,1743.486239040608,294.2637609593919
72,311,18,113,2,14,36,3420,,3420.0,2432.6404981949872,987.3595018050128
73,683,2,95,1,9,59,2360,0.0,2360.0,2067.3894524628113,292.6105475371887
74,393,16,141,1,8,34,3060,0.0,3060.0,1947.3949843115056,1112.6050156884944
75,679,10,130,1,14,58,3480,15.0,2958.0,1859.0290683971505,1098.9709316028495
76,91,15,59,1,9,49,2205,5.0,2094.75,1752.9686474488476,341.7813525511524
77,146,11,39,2,3,30,1740,,1740.0,1108.8893596299326,631.1106403700674
78,145,5,122,5,7,31,2015,0.0,2015.0,1430.3804192613065,584.6195807386935
79,584,5,44,3,2,32,2080,0.0,2080.0,1496.0450031956582,583.9549968043418
80,631,15,104,4,14,6,270,15.0,229.5,147.02800780053238,82.47199219946762
81,57,7,71,4,6,29,2175,0.0,2175.0,1605.401600484899,569.5983995151009
82,246,1,126,5,4,59,2360,10.0,2124.0,1758.9018188216141,365.09818117838586
83,175,5,123,1,4,9,585,0.0,585.0,463.6591841972636,121.34081580273642
84,68,20,28,1,2,24,3120,5.0,2964.0,2352.905551160399,611.0944488396008
85,241,2,102,5,9,55,2200,,2200.0,1397.8262006437253,802.1737993562747
86,728,10,114,3,8,51,3060,0.0,3060.0,2441.0303265971083,618.9696734028917
87,685,2,114,1,15,54,2160,10.0,1944.0,1576.0121905076107,367.98780949238926
88,293,3,87,1,12,53,2915,10.0,2623.5,1630.8539338049284,992.6460661950716
89,32,15,38,2,2,46,2070,15.0,1759.5,1456.2786454733355,303.2213545266645
90,305,20,128,4,1,29,3770,5.0,3581.5,3042.4958691603824,539.0041308396176
91,553,12,19,1,3,49,2205,5.0,2094.75,1341.8389917742177,752.9110082257823
92,635,12,22,2,11,4,180,0.0,180.0,131.92700003265068,48.07299996734932
93,188,10,57,1,10,20,1200,10.0,1080.0,948.3413226334362,131.65867736656378
94,256,4,16,3,9,54,5940,0.0,5940.0,3808.1943817677475,2131.8056182322525
95,321,20,44,5,5,11,1430,0.0,1430.0,935.612879979009,494.387120020991
96,29,10,22,4,3,39,2340,,2340.0,1528.859103682719,811.140896317281
97,8,1,21,3,13,58,2320,10.0,2088.0,1456.3112034642297,631.6887965357703
98,556,14,148,3,9,35,1225,10.0,1102.5,927.5444644268492,174.95553557315077
99,347,7,112,4,5,17,1275,0.0,1275.0,965.4473614456246,309.55263855437545
100,134,15,108,4,2,24,1080,0.0,1080.0,817.8724687150284,262.1275312849716
101,333,18,57,1,2,54,5130,5.0,4873.5,3687.633956947652,1185.8660430523478
102,214,17,26,1,6,9,1080,0.0,1080.0,739.5762655227579,340.4237344772421
103,602,6,82,3,7,5,350,10.0,315.0,221.99112427529627,93.00887572470373
104,693,4,63,5,1,44,4840,0.0,4840.0,3733.5437988850636,1106.4562011149364
105,90,3,131,2,12,15,825,0.0,825.0,687.6572381424094,137.34276185759063
106,379,10,49,1,9,5,300,10.0,270.0,187.39281263779475,82.60718736220525
107,22,12,76,2,6,31,1395,10.0,1255.5,1030.521062299976,224.97893770002406
108,615,1,23,2,2,45,1800,0.0,1800.0,1122.4371256415698,677.5628743584302
109,108,2,146,2,5,17,680,5.0,646.0,425.91627414606785,220.08372585393215
110,377,17,82,5,2,36,4320,0.0,4320.0,2830.42428117361,1489.5757188263901
111,166,9,119,5,1,57,3135,5.0,2978.25,2044.9397501557503,933.3102498442497
112,383,1,54,3,9,7,280,5.0,266.0,222.65192957648327,43.34807042351673
113,581,20,4,1,11,58,7540,5.0,7163.0,5134.576613141537,2028.4233868584633
114,414,12,52,1,10,52,2340,0.0,2340.0,1749.767737560746,590.2322624392541
115,151,13,119,5,2,3,540,0.0,540.0,406.8123083196001,133.1876916803999
116,33,5,126,3,10,39,2535,,2535.0,1863.9988332697308,671.0011667302692
117,471,2,68,2,15,9,360,0.0,360.0,245.18865897233562,114.81134102766438
118,11,4,42,5,4,23,2530,0.0,2530.0,1780.9062059702887,749.0937940297113
119,334,10,52,2,14,48,2880,10.0,2592.0,1960.3442755932617,631.6557244067383
120,676,17,59,2,12,1,120,0.0,120.0,85.46544972095538,34.53455027904462
121,551,10,42,1,10,7,420,0.0,420.0,349.42437902687504,70.57562097312496
122,360,16,119,3,11,1,90,0.0,90.0,62.644893449238275,27.355106550761725
123,625,5,2,1,2,54,3510,10.0,3159.0,2113.3142810589934,1045.6857189410066
124,465,7,144,1,15,27,2025,0.0,2025.0,1656.7837209956542,368.2162790043458
125,513,15,137,2,4,48,2160,0.0,2160.0,1791.4184604605946,368.5815395394054
126,83,19,96,3,14,35,4900,5.0,4655.0,4094.335672488985,560.664327511015
127,259,11,30,4,5,6,348,0.0,348.0,299.31318269967875,48.68681730032125
128,15,9,145,4,5,3,165,10.0,148.5,128.42342240919817,20.076577590801833
129,687,5,18,2,12,54,3510,0.0,3510.0,2545.1654401762203,964.8345598237797
130,323,18,34,2,15,38,3610,15.0,3068.5,2474.4250497893795,594.0749502106205
131,288,4,96,2,9,36,3960,0.0,3960.0,2915.612794256177,1044.387205743823
132,78,16,149,2,4,34,3060,5.0,2907.0,2409.7644601362217,497.2355398637783
133,477,19,33,3,12,25,3500,10.0,3150.0,2629.386460988832,520.6135390111681
134,170,12,63,1,9,24,1080,5.0,1026.0,654.7894034688672,371.21059653113275
135,155,10,70,4,6,57,3420,0.0,3420.0,2142.742233490992,1277.257766509008
136,616,7,89,2,2,14,1050,10.0,945.0,759.0417347087263,185.95826529127373
137,341,19,114,4,1,43,6020,0.0,6020.0,4551.578082875437,1468.4219171245632
138,536,4,100,2,2,11,1210,0.0,1210.0,883.151058153127,326.848941846873
139,696,10,120,2,6,41,2460,5.0,2337.0,1636.128384329601,700.871615670399
140,349,6,81,5,3,48,3360,,3360.0,2540.201891970681,819.7981080293189
141,506,2,30,3,4,12,480,10.0,432.0,323.152147264675,108.84785273532498
142,720,2,55,5,12,30,1200,0.0,1200.0,875.7491422556628,324.25085774433717
143,616,19,30,4,5,12,1680,,1680.0,1476.993175700199,203.0068242998011
144,555,2,27,5,3,9,360,5.0,342.0,217.53890913708324,124.46109086291676
145,48,8,116,2,6,51,2550,0.0,2550.0,2011.7553932176538,538.2446067823462
146,428,18,103,5,1,8,760,5.0,722.0,503.8105213164384,218.18947868356162
147,597,11,58,2,4,1,58,0.0,58.0,39.069950750159286,18.930049249840714
148,201,4,9,2,9,1,110,10.0,99.0,76.81024074602587,22.18975925397413
149,344,19,144,1,3,16,2240,10.0,2016.0,1377.2238653091329,638.7761346908671
150,687,11,8,5,4,40,2320,5.0,2204.0,1564.5922749837637,639.4077250162363
151,382,18,112,1,8,45,4275,10.0,3847.5,3377.14545955362,470.3545404463798
152,540,20,79,4,9,13,1690,0.0,1690.0,1312.9973862316504,377.00261376834965
153,292,5,26,4,1,3,195,5.0,185.25,116.76723825951014,68.48276174048986
154,207,8,65,3,5,12,600,,600.0,498.574515383703,101.42548461629701
155,151,8,69,5,14,19,950,5.0,902.5,708.5827090715719,193.9172909284281
156,629,7,128,4,7,27,2025,,2025.0,1762.8121306848304,262.18786931516956
157,602,18,2,3,8,45,4275,,4275.0,3501.347618028003,773.6523819719969
158,118,19,109,5,6,28,3920,0.0,3920.0,2819.2274575828988,1100.7725424171012
159,702,18,49,5,3,43,4085,5.0,3880.75,2453.883357277165,1426.866642722835
160,543,2,90,5,3,28,1120,10.0,1008.0,810.4728894343195,197.52711056568046
161,107,9,94,3,4,49,2695,5.0,2560.25,1699.9021956299916,860.3478043700084
162,589,20,50,1,12,28,3640,,3640.0,2376.9835470447815,1263.0164529552185
163,442,18,150,2,7,13,1235,10.0,1111.5,944.819753635607,166.68024636439304
164,249,2,118,4,4,45,1800,0.0,1800.0,1191.3232911405883,608.6767088594117
165,444,5,132,3,11,43,2795,5.0,2655.25,2065.291363810327,589.9586361896731
166,601,18,48,2,11,47,4465,10.0,4018.5,2913.2222544807964,1105.2777455192036
167,343,1,15,1,2,12,480,10.0,432.0,372.7157627566883,59.28423724331168
168,156,17,117,4,5,9,1080,,1080.0,860.3476041109611,219.65239588903887
169,387,14,113,1,1,36,1260,5.0,1197.0,943.8013524797786,253.19864752022136
170,403,8,14,5,4,50,2500,15.0,2125.0,1388.6512590336063,736.3487409663937
171,486,16,133,5,2,30,2700,15.0,2295.0,2008.4932030954526,286.5067969045474
172,530,4,112,2,1,59,6490,,6490.0,4144.231197557303,2345.768802442697
173,53,5,92,5,9,56,3640,5.0,3458.0,2878.0412491554193,579.9587508445807
174,466,1,150,4,12,7,280,5.0,266.0,191.72996644872381,74.27003355127619
175,517,13,104,4,14,20,3600,5.0,3420.0,2453.3264805474787,966.6735194525213
176,602,9,126,2,7,42,2310,10.0,2079.0,1467.2510330972432,611.7489669027568
177,222,18,46,2,4,3,285,15.0,242.25,162.33252710862695,79.91747289137305
178,614,17,67,1,9,33,3960,15.0,3366.0,2721.0741824034412,644.9258175965588
179,224,18,48,1,9,2,190,,190.0,157.37884303868654,32.62115696131346
180,571,11,31,2,3,29,1682,10.0,1513.8,1311.6635824300472,202.13641756995276
181,516,17,101,2,10,44,5280,0.0,5280.0,3649.6543451448474,1630.3456548551526
182,454,20,89,4,5,23,2990,5.0,2840.5,2096.645915895905,743.8540841040949
183,249,20,128,4,10,39,5070,10.0,4563.0,3644.631653644401,918.368346355599
184,63,19,113,2,5,46,6440,10.0,5796.0,4552.020487684208,1243.979512315792
185,1,9,136,1,15,8,440,5.0,418.0,307.43759728093426,110.56240271906574
186,491,20,99,4,7,44,5720,5.0,5434.0,4680.037120558316,753.962879441684
187,365,3,75,1,1,28,1540,0.0,1540.0,1336.5581014248041,203.44189857519586
188,121,15,95,2,9,10,450,5.0,427.5,372.9627749593848,54.537225040615226
189,80,11,117,1,5,11,638,5.0,606.1,391.1314417276013,214.9685582723987
190,445,19,3,4,5,53,7420,,7420.0,5111.4815738335765,2308.5184261664235
191,101,9,72,2,5,55,3025,0.0,3025.0,2454.214526046546,570.7854739534541
192,45,11,123,4,8,26,1508,0.0,1508.0,959.5906789502187,548.4093210497813
193,654,8,13,3,13,1,50,5.0,47.5,33.36713994282201,14.132860057177993
194,609,10,129,3,3,17,1020,0.0,1020.0,792.6824741174148,227.3175258825852
195,117,11,28,4,13,26,1508,10.0,1357.2,933.9247446509519,423.27525534904817
196,568,20,81,3,7,42,5460,,5460.0,4543.086607514667,916.9133924853331
197,481,12,150,1,14,47,2115,0.0,2115.0,1648.8345016076214,466.1654983923786
198,695,20,83,4,1,42,5460,5.0,5187.0,4373.25788967717,813.7421103228298
199,332,6,37,1,13,1,70,5.0,66.5,50.82088979218958,15.679110207810417
200,236,14,118,4,6,15,525,0.0,525.0,393.91577835141334,131.08422164858666
201,194,7,85,4,5,1,75,10.0,67.5,53.87752686475557,13.622473135244427
202,353,8,57,1,6,41,2050,0.0,2050.0,1587.7707285199594,462.22927148004055
203,391,11,7,2,7,19,1102,,1102.0,850.919139337629,251.08086066237104
204,305,7,55,4,9,24,1800,0.0,1800.0,1380.6970249374203,419.30297506257966
205,388,15,21,2,7,39,1755,0.0,1755.0,1237.437359587692,517.5626404123079
206,568,3,14,5,15,52,2860,0.0,2860.0,2360.8090306309937,499.1909693690063
207,220,15,98,1,9,51,2295,0.0,2295.0,1716.9764690858653,578.0235309141347
208,617,10,136,5,4,17,1020,5.0,969.0,723.7089218645011,245.29107813549888
209,287,8,46,3,11,56,2800,0.0,2800.0,1821.575002680221,978.4249973197791
210,303,2,119,4,14,19,760,5.0,722.0,598.9681541438011,123.03184585619886
211,56,10,95,4,10,52,3120,10.0,2808.0,2301.629896011279,506.370103988721
212,554,3,51,2,15,9,495,15.0,420.75,298.6262592884564,122.12374071154358
213,500,20,99,4,10,33,4290,5.0,4075.5,3159.593318653729,915.906681346271
214,92,3,145,1,13,59,3245,5.0,3082.75,2090.951859836989,991.7981401630109
215,730,10,10,3,2,42,2520,10.0,2268.0,1848.485153520943,419.51484647905704
216,662,8,89,1,9,23,1150,15.0,977.5,757.9535014130194,219.54649858698065
217,237,7,8,3,5,21,1575,10.0,1417.5,1128.894815771787,288.6051842282129
218,715,8,116,3,8,28,1400,5.0,1330.0,914.7842618335098,415.21573816649015
219,498,12,35,4,8,40,1800,5.0,1710.0,1174.4307900499928,535.5692099500072
220,354,18,134,4,14,5,475,10.0,427.5,329.0055951020534,98.4944048979466
221,38,5,91,2,14,18,1170,10.0,1053.0,811.4250673879108,241.57493261208924
222,690,17,124,5,10,59,7080,0.0,7080.0,4530.585439353487,2549.4145606465127
223,723,15,129,4,15,51,2295,0.0,2295.0,1592.6708243287655,702.3291756712345
224,302,4,141,4,8,35,3850,,3850.0,2780.0670513434225,1069.9329486565775
225,312,15,63,1,7,30,1350,0.0,1350.0,1035.6825126669833,314.31748733301674
226,495,11,85,1,10,12,696,0.0,696.0,546.1341697762674,149.8658302237326
227,227,3,137,4,2,5,275,0.0,275.0,237.60453686311172,37.39546313688828
228,590,15,138,3,6,54,2430,0.0,2430.0,2016.0669868232294,413.9330131767706
229,63,19,64,4,11,58,8120,0.0,8120.0,5461.084243944158,2658.9157560558424
230,560,12,134,2,1,53,2385,0.0,2385.0,1582.7877613164492,802.2122386835508
231,70,19,140,5,7,5,700,15.0,595.0,446.52216728769247,148.47783271230753
232,407,12,97,1,13,24,1080,0.0,1080.0,791.670535834883,288.329464165117
233,553,17,47,5,3,48,5760,5.0,5472.0,4111.5627480799585,1360.4372519200415
234,578,8,59,5,13,55,2750,0.0,2750.0,1914.0081477305869,835.9918522694131
235,33,20,52,5,14,18,2340,0.0,2340.0,1470.8302002778707,869.1697997221293
236,181,19,92,1,14,34,4760,10.0,4284.0,3388.35836872173,895.6416312782699
237,372,9,51,3,15,5,275,0.0,275.0,222.06128675500955,52.93871324499045
238,712,5,123,4,5,8,520,0.0,520.0,406.06804506750007,113.93195493249993
239,30,10,31,3,12,10,600,10.0,540.0,407.5954435152446,132.4045564847554
240,77,2,70,3,14,16,640,15.0,544.0,478.3986471637954,65.60135283620463
241,357,15,11,2,6,56,2520,0.0,2520.0,1902.2408523940912,617.7591476059088
242,1,9,78,5,12,47,2585,15.0,2197.25,1833.2076241962154,364.0423758037846
243,230,17,53,4,11,53,6360,5.0,6042.0,4601.090080475895,1440.9099195241051
244,3,12,144,2,8,10,450,15.0,382.5,279.8228527593885,102.67714724061148
245,342,18,149,2,11,23,2185,0.0,2185.0,1883.2199674784652,301.78003252153485
246,330,13,134,1,6,44,7920,0.0,7920.0,5015.553770730204,2904.4462292697963
247,120,6,115,3,7,44,3080,0.0,3080.0,2229.492582742444,850.507417257556
248,438,17,101,2,5,2,240,5.0,228.0,165.03628682667969,62.963713173320315
249,53,9,119,2,12,8,440,10.0,396.0,343.514410920779,52.48558907922097
250,137,15,18,2,8,9,405,10.0,364.5,277.2357539626229,87.26424603737712
251,632,17,34,5,9,52,6240,0.0,6240.0,4792.138877329952,1447.8611226700477
252,296,17,31,5,13,13,1560,10.0,1404.0,908.3238104877399,495.67618951226007
253,324,1,107,5,4,1,40,10.0,36.0,28.361082966216124,7.638917033783876
254,496,12,73,4,8,7,315,5.0,299.25,220.15173093556047,79.09826906443953
255,628,10,30,1,3,3,180,15.0,153.0,103.62965613043205,49.37034386956795
256,625,1,37,2,11,52,2080,0.0,2080.0,1775.3436222945484,304.65637770545163
257,583,20,137,4,7,29,3770,10.0,3393.0,2211.2158515085625,1181.7841484914375
258,334,3,117,1,7,59,3245,15.0,2758.25,1862.8795581916563,895.3704418083437
259,17,8,68,5,2,18,900,0.0,900.0,656.0318203715535,243.96817962844648
260,3,9,71,5,14,15,825,,825.0,583.1094754001551,241.89052459984487
261,360,5,45,2,15,20,1300,5.0,1235.0,780.9033421056768,454.09665789432324
262,645,17,4,1,2,15,1800,5.0,1710.0,1186.6070494104965,523.3929505895035
263,30,17,25,4,14,45,5400,0.0,5400.0,3540.813038285429,1859.1869617145712
264,230,12,117,5,6,5,225,10.0,202.5,170.574263144465,31.925736855535007
265,334,11,122,1,1,45,2610,15.0,2218.5,1483.5954578121668,734.9045421878332
266,192,2,135,3,6,3,120,0.0,120.0,100.83311472987776,19.166885270122236
267,193,15,45,4,6,34,1530,15.0,1300.5,908.9511505403199,391.5488494596801
268,726,17,130,1,15,52,6240,,6240.0,5103.277120674254,1136.7228793257464
269,108,7,122,5,6,37,2775,0.0,2775.0,1924.736348285494,850.2636517145061
270,240,6,104,4,3,8,560,5.0,532.0,420.8041035907836,111.1958964092164
271,219,12,75,3,5,10,450,10.0,405.0,261.20095949334484,143.79904050665516
272,720,6,111,4,10,9,630,0.0,630.0,441.24687725293364,188.75312274706636
273,645,12,105,2,10,51,2295,10.0,2065.5,1291.0035550265234,774.4964449734766
274,150,7,96,3,11,47,3525,0.0,3525.0,2883.6556052818446,641.3443947181554
275,239,8,138,4,13,41,2050,10.0,1845.0,1526.0007957881057,318.99920421189427
276,668,7,49,5,9,45,3375,0.0,3375.0,2565.4828974291427,809.5171025708573
277,429,3,47,5,15,27,1485,0.0,1485.0,1288.1300046235199,196.86999537648012
278,377,8,103,4,5,56,2800,5.0,2660.0,2263.9087760687967,396.09122393120333
279,459,8,33,5,9,4,200,0.0,200.0,174.00723464904073,25.992765350959274
280,412,5,131,4,14,37,2405,0.0,2405.0,2066.711560130103,338.28843986989705
281,449,18,127,1,7,15,1425,,1425.0,1017.3383915901081,407.66160840989187
282,86,12,39,2,13,50,2250,15.0,1912.5,1375.6492901639078,536.8507098360922
283,6,20,113,1,11,34,4420,15.0,3757.0,2461.3486565517605,1295.6513434482395
284,686,12,101,2,15,51,2295,10.0,2065.5,1703.7386939151702,361.7613060848298
285,274,18,40,2,3,53,5035,10.0,4531.5,3622.750708828438,908.7492911715622
286,664,5,131,4,11,54,3510,10.0,3159.0,2737.14005426555,421.85994573444987
287,488,6,28,1,9,35,2450,5.0,2327.5,1853.410270836103,474.0897291638969
288,707,14,120,3,4,39,1365,0.0,1365.0,1111.6233387503955,253.37666124960447
289,53,16,28,5,1,46,4140,0.0,4140.0,3617.5052391818085,522.4947608181915
290,515,9,86,5,1,13,715,0.0,715.0,604.657069016855,110.34293098314504
291,712,5,103,5,2,8,520,5.0,494.0,376.24336157033275,117.75663842966725
292,477,8,65,2,7,33,1650,0.0,1650.0,1093.3739707458,556.6260292541999
293,614,13,37,1,7,22,3960,10.0,3564.0,2415.2197625783356,1148.7802374216644
294,584,11,55,5,12,27,1566,,1566.0,974.9131816579951,591.0868183420049
295,252,1,4,2,8,23,920,5.0,874.0,554.8908558637587,319.1091441362413
296,435,19,133,3,3,30,4200,0.0,4200.0,2818.0715095787887,1381.9284904212113
297,189,7,124,5,13,10,750,10.0,675.0,487.6105126608462,187.3894873391538
298,292,14,14,2,14,32,1120,10.0,1008.0,723.1916752660957,284.8083247339043
299,353,3,114,1,4,6,330,10.0,297.0,234.25182864469636,62.74817135530364
300,627,10,103,5,8,52,3120,0.0,3120.0,2731.510212191141,388.4897878088591
301,282,11,144,3,14,19,1102,,1102.0,891.2785178123354,210.7214821876646
302,170,4,56,3,5,1,110,5.0,104.5,79.5116078515756,24.988392148424396
303,725,14,66,4,12,25,875,10.0,787.5,600.4109739425008,187.08902605749915
304,262,19,72,5,7,55,7700,0.0,7700.0,4859.832335579824,2840.167664420176
305,439,20,25,5,13,23,2990,0.0,2990.0,2593.251976537975,396.7480234620248
306,420,14,56,1,1,18,630,,630.0,430.52211065161447,199.47788934838553
307,592,17,22,5,6,55,6600,5.0,6270.0,4274.806271282502,1995.1937287174978
308,297,12,141,5,10,44,1980,10.0,1782.0,1415.9835791016196,366.0164208983804
309,261,15,137,3,8,25,1125,0.0,1125.0,701.1693011746087,423.8306988253913
310,412,13,111,4,14,42,7560,,7560.0,5727.790466296417,1832.2095337035826
311,521,17,27,3,13,31,3720,0.0,3720.0,2820.8143539650227,899.1856460349773
312,66,14,108,3,1,19,665,10.0,598.5,451.2118096526832,147.2881903473168
313,533,1,127,4,9,18,720,,720.0,607.4508996350673,112.54910036493266
314,259,15,70,1,13,29,1305,0.0,1305.0,1023.5382813470236,281.4617186529764
315,687,11,134,2,3,9,522,0.0,522.0,335.4275279555915,186.57247204440853
316,492,4,96,3,9,52,5720,15.0,4862.0,3485.4639196244225,1376.5360803755775
317,78,18,81,4,1,4,380,0.0,380.0,256.16824950970164,123.83175049029836
318,406,2,52,2,8,12,480,0.0,480.0,371.4692366822271,108.53076331777288
319,140,10,1,4,10,20,1200,0.0,1200.0,805.8986068759373,394.1013931240627
320,65,15,23,3,14,42,1890,0.0,1890.0,1612.9411874389007,277.05881256109933
321,11,9,135,4,10,17,935,5.0,888.25,675.5535606852541,212.69643931474593
322,633,14,108,1,15,18,630,10.0,567.0,366.2156588888559,200.7843411111441
323,418,17,133,4,5,11,1320,,1320.0,966.4697976559349,353.53020234406506
324,32,13,35,3,2,52,9360,0.0,9360.0,7992.0367169717965,1367.9632830282035
325,32,2,130,5,7,23,920,10.0,828.0,675.9878572269972,152.01214277300278
326,266,15,57,4,12,37,1665,10.0,1498.5,1202.0237726081934,296.47622739180656
327,67,13,98,1,8,59,10620,5.0,10089.0,7329.723694184503,2759.276305815497
328,204,8,38,1,10,39,1950,15.0,1657.5,1187.6739745470106,469.82602545298937
329,506,12,20,4,10,5,225,0.0,225.0,187.2054548527685,37.7945451472315
330,122,4,34,1,10,23,2530,0.0,2530.0,1873.7548971907377,656.2451028092623
331,322,20,73,2,2,57,7410,5.0,7039.5,4845.881346459076,2193.6186535409242
332,483,17,128,2,5,27,3240,,3240.0,2711.0124775802396,528.9875224197604
333,704,4,95,4,9,50,5500,5.0,5225.0,3661.781477846542,1563.2185221534578
334,82,14,123,1,14,13,455,0.0,455.0,327.5157124047529,127.48428759524711
